"accession","year","date","time","temp","pop","hour","minute","day","veins_to_blade","distal_lobing","proximal_lobing","ln_area","x1_adjusted","y1_adjusted","x2_adjusted","y2_adjusted","x3_adjusted","y3_adjusted","x4_adjusted","y4_adjusted","x5_adjusted","y5_adjusted","x6_adjusted","y6_adjusted","x7_adjusted","y7_adjusted","x8_adjusted","y8_adjusted","x9_adjusted","y9_adjusted","x10_adjusted","y10_adjusted","x11_adjusted","y11_adjusted","x12_adjusted","y12_adjusted","x13_adjusted","y13_adjusted","x14_adjusted","y14_adjusted","x15_adjusted","y15_adjusted","x16_adjusted","y16_adjusted","x17_adjusted","y17_adjusted","x18_adjusted","y18_adjusted","x19_adjusted","y19_adjusted","x20_adjusted","y20_adjusted","x21_adjusted","y21_adjusted","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
16118001,2018,"July 19 2018",08:50:00,24.78,"pop1",8,50,"July 19 2018",0.0515689340990307,0.679456357434316,0.81636856019867,3.01378180594585,-278.471388452849,325.127123770469,-270.543953256671,286.884465816684,-298.695717771251,253.576446473491,-358.962947079729,265.614872783511,-120.2863278624,453.439495768484,-152.611976072389,430.884780372268,-102.542348529459,437.291672792125,-8.91707826710617,134.789709619223,-40.028422855287,154.382935247188,-31.4624098369775,114.751097581192,-403.132935668583,-210.183701902646,-397.557109508255,-165.753935113847,-441.138567137354,-200.13614137304,-86.7408680888361,1075.93736831181,765.764960840074,840.174322976954,636.800920598323,602.645571551192,1061.43756750385,166.209789965659,937.064293735002,-934.889190049783,278.699712924686,-763.221891216527,140.753564172444,-1369.26807677635,-829.42896938723,-1898.25671659806,0.471696996305595,1.95700502209522,-0.812027525922454,0.247374107232661,0.118434793253508,-0.104616366238886,0.407223270162286,0.980892402437571,0.25847358821503,0.297301795804365,-0.37976804226717,0.391235963121,0.102665405141265,0.171610214277591,0.791862749038666,-0.809916291642363,1.45363969496572,-0.168650055454718,0.406436930827649,-0.107925151460619,-0.300710265849418,0.319423513129513,0.834054388885197,-0.748181825885693,-0.949607809266766,-0.0749062147636963,-0.466430584393883,0.286329088596609,0.777219312079105,0.343764967666784,-0.552376970237007,-1.39828212076789,0.433415603471854,0.173996248398277,-0.0464832601922184,0.0807452889451117,-0.373407218516487,-0.266533437141044,-0.602599945587747,-1.25949639530533,7.34495797516386e-13,-5.23137089203373e-13,25.9227901027411,-1.14279010274112,0.00919436167785689,2.6444715291834,0.000876362554774101,-0.434600625550835
16118002,2018,"July 19 2018",08:50:00,26.61,"pop1",8,50,"July 19 2018",0.0774514445716535,0.838243399956106,0.82151212101465,1.52929600838965,-421.057017832662,336.069856318704,-413.60519955654,297.139452723746,-444.671040610292,272.419613824984,-521.089710954258,272.127097710137,-216.689103697771,465.098813440136,-275.611380082665,435.313693243434,-198.64884828403,425.165262209301,84.6274440668114,121.410238905043,36.8306346476045,157.432622110033,39.3037310101804,98.995622556766,-504.864293864638,-100.733048203713,-501.823329078307,-41.6901898705892,-560.329941377742,-107.199346055587,80.2818683478714,1094.78461633761,964.230848744671,622.108962558276,746.275733953705,357.432148062582,1003.83573488411,-56.0674696029823,835.951594067265,-832.502998448026,491.994761150648,-791.522312272567,418.49805787469,-1159.1048010859,-643.440543408647,-1866.67783446139,1.0835599666228,0.374509972507091,-0.655138407155292,0.162898255488446,-0.0862794140408747,-2.08195843497965,-2.3410801274663,1.74411722514959,1.61017226342253,-1.26657964173511,-1.03865407184795,-1.78090801463875,-0.140571178356173,0.11704692866268,0.446986569482505,0.748364155698229,-0.28591737845012,0.223289374279376,-2.10217415250969,3.42758485489727,2.10401674761526,1.07935678175545,1.10577369346191,-1.02509226642169,1.26827485029222,1.44898024778424,0.158278141406921,2.06496787078424,0.597914318379426,0.55754195029675,1.66164368602094,0.597310519625131,0.726021919773775,-1.56064793176856,0.266858566755366,1.77063041617424,1.66281846616248,0.562297701585697,-0.461508761285243,-0.469725242069267,2.45636844198316e-12,4.38168020385395e-13,25.9227901027411,0.687209897258878,0.00919436167785561,2.64488473261284,0.000316905431740896,0.261344450321412
16118005,2018,"July 19 2018",08:52:00,25.89,"pop1",8,52,"July 19 2018",0.0582342164112676,0.732164914965339,0.898904045212279,2.48073389630847,-323.078082774177,414.839439417182,-296.605440278425,376.614687128439,-331.032260375348,337.459593541167,-385.251451970136,344.538248459368,-223.850875868251,493.985547548165,-260.807099684015,473.489367992801,-205.55512776861,466.125010833621,-13.1323914723694,188.58733627449,-50.5098408210006,219.020490635776,-32.5159978187922,169.564216560512,-424.252468393053,-281.289739452889,-421.571542290146,-239.56176745533,-466.379227496206,-273.923725287526,111.779731813358,1186.41056505842,816.71676178782,592.491079785339,719.13368316853,450.10869079218,1014.02754340595,46.6228485946379,978.242441068579,-818.953893558006,283.912155692352,-785.919638261777,152.625690743275,-1335.7212410727,-641.896200669339,-2024.48711753386,0.717691890261054,0.78633853337249,0.383805523107051,0.642549664601194,-0.376460962536466,0.20198304461152,-0.906177300753394,-0.117753580375502,-1.65060588088823,-0.0921598119246865,-0.108398436197287,0.933122697006083,0.555723001963964,0.157267464411819,0.137039971399176,-1.75618924508998,0.227133812712185,0.850019674533473,-0.267817952178013,0.689189448156049,0.37964084472298,0.61221382414753,1.21163690168859,-0.393759387660156,-0.652786942334631,1.15204975912508,0.087997168864539,-1.32762513232061,-0.885594335367358,-0.308946543166932,-1.01917657647175,-0.608561677940578,-0.949435187971446,0.543246344737196,-0.52487911971884,0.822000107200568,-0.184858487385417,-0.132644508663183,0.665348944078948,-0.866913878228573,-8.83348949543006e-13,1.04538599998705e-12,26.000036477447,-0.110036477446975,0.00874472385345832,2.64511276650171,7.72066414510672e-06,-0.0418371444311405
16118006,2018,"July 19 2018",08:53:00,29.67,"pop1",8,53,"July 19 2018",0.0618632635440379,0.479122094641119,0.892850904968845,2.14003117107729,-396.090301740364,419.834669598335,-384.099161575368,390.435641871895,-395.840337234259,355.530424658499,-436.459976760585,346.839831022587,-227.715228110473,503.889751751525,-267.649310354684,492.795876318042,-225.006565139777,475.711718498947,-32.2409374962124,169.033558280468,-64.277077384663,195.829319273208,-59.8832914866235,150.183113939316,-345.710062454576,-146.771936228711,-349.671552474303,-93.0201228557658,-381.16032390221,-147.966480095912,185.152372491873,1032.81974661713,828.230637260783,497.806841731021,703.241273715083,343.463804565439,995.055930142126,-22.6698159394528,1037.84837105488,-936.878652713278,77.9103759729474,-424.656241401581,205.118678024144,-1429.29353113957,-466.753512547743,-2172.91751775213,0.0639769799997824,-0.277227270903664,0.534904580876735,0.981503959462069,1.02539698419639,-0.505639657678836,0.0589237165831891,1.24264848700777,-1.62988440233465,-0.665835589414674,1.76998273271283,1.15667917137051,0.37985538098697,1.36459510567156,-0.43834328970682,0.069586607262055,-0.210759804586876,-1.75312147882613,1.48860432936788,-0.0448201906137423,-0.355041867915634,0.222841894194031,0.94505604158923,1.18615058135903,1.03976133389968,0.033615003583891,0.0513302263439237,0.23410808297191,0.556930856071213,-0.644650871447657,0.560895310605078,0.774670812847927,0.279516562003922,-0.0449354597736153,-0.096436155770471,-0.00886019687812583,0.263945482918868,-0.0304683954960237,0.0856679868116863,-1.18437448500952,-9.67374328790053e-13,1.94215014441093e-13,26.0386596647999,3.6313403352001,0.00852583705382709,2.63858063189754,0.00819434716811562,1.38052528146083
16118007,2018,"July 19 2018",08:53:00,27.33,"pop1",8,53,"July 19 2018",0.0829753625893779,0.541366151876229,0.733301706276823,2.28890686951902,-313.453200633539,391.919237860132,-299.886790357468,352.052065096704,-329.206524069643,307.58564873692,-400.060245009269,307.334803598848,-194.418729720824,480.038398176911,-246.446696929076,456.87571986295,-171.277357807066,436.667976780411,46.5783147618653,157.881255107803,-10.2438033842432,196.904955695737,8.17700206027178,126.825238793408,-431.590884099968,-272.393559723806,-429.248570713156,-211.610109580497,-481.83659444689,-260.090182594298,87.2808016101358,1177.04138504513,844.375776671238,720.799368865532,571.926202201498,441.578995409892,1142.33942993742,80.5624997231585,1000.25245927276,-936.710665838422,123.381324218583,-565.673392128534,114.859131332439,-1374.99488511666,-631.501044895062,-2012.59475377132,0.0510077683192209,0.872790851833069,-0.12785577438387,0.330383601757356,-0.518725268802179,0.155153601928586,-0.459421406673055,-0.124914740713147,-0.623651577716387,-0.718298871333213,0.734318601372324,0.762392320091177,0.400737010958104,1.62819308178933,0.946786092815869,-0.979822586797655,-0.598639218931389,1.35221340946694,0.335116150107042,0.549322279322374,0.229465909999777,2.33603664742043,0.929499944192941,0.312810829592481,0.983711905311113,2.32326391874463,1.34900844273525,-0.310796773291872,1.12311459630974,-0.268653941939805,0.73669333613122,0.399042009569135,-0.699459713848799,1.67493169134914,-0.220510988448288,1.48249144203908,0.51254336946335,1.35308569682278,-0.441389344940014,-0.921032788061578,1.64551705594817e-12,-1.87316828714756e-12,26.0386596647999,1.2913403352001,0.00852583705382709,2.64429285525275,0.00103624365754207,0.490928366706126
16118008,2018,"July 19 2018",08:53:00,26.11,"pop1",8,53,"July 19 2018",0.0744532688217317,0.474793487651418,0.862221237999645,2.15086716045641,-298.731491606041,346.858498537729,-278.791320569294,318.586386032665,-309.970653581309,290.854990549988,-354.444508712109,294.348006524662,-160.651512497572,453.58027747287,-194.281559247604,436.078484477763,-143.989584462633,424.441273578881,74.1774117744891,122.56015192446,35.4866783043606,151.002756798055,45.281761146489,97.941506077775,-426.45112025001,-246.030004592094,-415.078019897624,-203.250401091237,-482.06254256018,-236.135834528826,1.04730835741424,1014.43802294635,756.793255735328,699.508144514336,653.558610862364,492.061072259426,953.905895468125,192.329936969506,1110.89821379524,-842.021058970103,124.268086108295,-466.530292666264,169.349913470451,-1330.53590455067,-860.314821638174,-2010.08601226528,-0.116855960632469,1.55254122148813,0.436457948681201,1.02136632142041,0.326376458706959,-0.653432261238029,-0.218409110153203,0.933977365274753,-0.788826433189537,-0.600299227410665,-1.26425325271966,-0.896173584814297,-0.38989613373722,0.687596025080864,-0.306160655086264,0.050897786483414,1.36485957832501,0.676089943737528,-0.604162383172833,0.722617475402921,0.199869971399806,-0.0226573190065788,1.22394434274435,0.165959628158852,1.10162440669344,1.16389640205878,1.19059901164134,-0.285127432475675,-2.01739903751294,1.20293982138033,-0.124480749613406,1.17574359042643,-0.317376846565772,0.499821456531132,-0.012878841259471,0.621358510719908,0.160207084481476,0.00090040663475451,-0.347399284678563,-0.609309503508771,1.23544577346201e-12,3.94906329859168e-13,26.0386596647999,0.0713403352000981,0.00852583705382709,2.64511624345008,3.16264716694336e-06,0.0271214282442746
16118009,2018,"July 19 2018",08:54:00,30.28,"pop1",8,54,"July 19 2018",0.0769579301717801,0.874838099124959,0.958491468041556,1.76227237661814,-345.334526258089,438.257398424332,-323.620724003647,395.53519407439,-356.862231716269,350.022383740873,-429.00158743248,347.77207952749,-162.393641054753,541.971282868168,-216.38562680363,527.133012940561,-154.275378401435,508.143669301583,-1.40484500157737,156.077300046461,-42.8915699653778,181.046692364402,-33.9425176662797,128.992146584815,-410.517061442727,-261.610186993532,-412.667816426314,-202.870331302127,-467.556900430877,-258.32553943646,93.0753704288763,1083.17905467063,754.825208267633,635.831263198995,732.842157570766,450.372001481216,938.699868038366,85.8654952272384,792.168728322777,-862.905279597978,449.720112711739,-870.750883021685,207.534242117771,-1324.18763791991,-612.011260854489,-2049.54911617946,1.09597013333537,0.767116162423843,-0.10470701841987,1.1638176036415,0.0458499138766503,0.867045131749519,-0.7057300872921,0.862157946831239,-0.228604433647926,0.296841240510863,-0.592264923559083,-0.265309917299149,0.0807445438080283,0.237183875490147,0.26582625945818,0.019136851641462,-0.47118370060799,0.119166807646793,-0.142479383254603,-0.123376143095083,-1.34310966442721,1.80250393473432,0.285202035924867,0.504661632575225,0.162778812259572,0.442111863981365,-0.367826156046493,-0.005122942228752,-0.139341005743192,0.614867164836373,0.607033812238029,-0.510852233647622,-1.48341447657731,0.52840275257437,-0.513903731103616,-0.668704594580549,-1.10897686446515,0.556836121753793,-1.06234357690815,-1.04556214033218,-4.1719220670681e-12,9.47390314346767e-14,26.0772828521528,4.20271714784717,0.00831090499590747,2.6363594806802,0.0106945814784163,1.59757223646334
16118010,2018,"July 19 2018",08:54:00,27.06,"pop1",8,54,"July 19 2018",0.0627065782673398,0.0699863197768873,0.727402561341903,2.80764197398401,-389.95841580855,390.614841531081,-366.904222797636,369.963913153755,-397.0393307693,338.914980619812,-430.308373893396,331.378836884011,-184.690404759347,527.583178559546,-221.007883378444,509.751508604996,-181.465862805939,501.136716693616,-90.6513511790172,117.331782609873,-115.649843812907,141.021456603897,-113.453881503262,102.347297708477,-315.168697337367,-180.723799301418,-320.106053786673,-142.536923840439,-350.613155461953,-186.16802923239,232.065412586691,1100.84088820086,900.91969123599,403.084728958742,550.270407561334,245.35948520422,951.526308405548,-299.566791658745,882.488323625927,-1199.17776702108,-344.598437672171,210.734792684775,443.918117183725,-1212.19618019078,-139.572345633257,-2069.69491677282,-1.26435029932078,-2.1637881619652,-0.422243420098534,-0.253997009992382,1.5725525519546,0.320200301220856,-0.0734682298510303,1.95961727137455,-0.474878328564808,0.200071731892852,-0.145235564968941,0.170083384705298,-0.207618951388851,-0.654728073750882,-1.7574779388649,-0.859684969686673,0.372476262199034,-1.52239762171892,0.596502627816512,0.334477642330437,-1.59388993419539,-0.865843794143545,1.08070212050491,-0.198585588699703,0.391163118022758,0.53133158670735,-0.612577976868733,-0.366852609910008,-1.11437264455425,0.069429306159539,-0.225523610174825,1.76556519360007,-0.739966617923042,0.560197868387261,-1.02077495475712,-1.1289013534634,0.489372133062997,0.175935408753772,0.602945878687774,-0.814565212163076,-6.78667770130186e-13,-1.35136346557374e-12,26.0772828521528,0.982717147847168,0.00831090499590747,2.644640590936,0.000584736950046916,0.373558718435603
16118011,2018,"July 19 2018",08:55:00,24.56,"pop1",8,55,"July 19 2018",0.056698429773472,0.730446039559176,0.914224119426172,3.1432057984809,-339.013083858647,418.739655746184,-318.967088890936,382.928775514577,-345.515594929244,353.770756596692,-409.741624966779,349.616143513834,-180.640184437056,511.696665889056,-215.66039134157,495.776008748979,-168.156285122247,483.98463471152,-43.484449837479,175.770190818622,-73.6261694064818,197.880919762636,-70.0648491009415,154.630733076626,-393.81631408391,-260.099794924422,-393.505568588272,-216.813499469919,-431.782301639061,-256.398794893781,43.3577302293564,1179.34615898606,778.786877782738,682.672386346881,720.111228296558,456.300258891056,980.781358770915,20.885391975024,913.278814701524,-1006.04952147123,328.542439644093,-812.960504080869,224.20930291532,-1376.12556226258,-605.093846137877,-1935.55100347495,0.819314712673627,0.756293385858185,-0.426081997909666,0.188889569565567,-0.105148314017142,0.772452958772699,0.189747024738252,0.564719143437571,-0.958899142375204,-0.0753943671089944,0.464947707598767,0.180969803445759,0.330001177977284,-0.406387700985267,-1.22481692432845,-0.779367034658211,0.581368824245843,0.422219972879175,-0.211765775145181,-0.226499698954174,0.21770751431673,0.577958778447313,0.314031915712363,-0.566464207984697,-0.090068987394926,0.445870419931098,-1.05599702250558,-0.936796666356947,0.183411515859463,0.279094656714114,0.90098110416239,-0.56725006236855,-0.621304628123577,0.347114406536973,0.771263617858435,0.342052936774664,-0.136476565925115,0.642870681256501,-0.331070287184568,-1.11120052900523,6.48869846742174e-13,-1.74675089207692e-13,26.1159060395058,-1.55590603950576,0.00809992767969947,2.64392019951762,0.00142796728418187,-0.591381203708295
16118012,2018,"July 19 2018",08:55:00,26.5,"pop1",8,55,"July 19 2018",0.0657142444030791,0.691293333074144,0.890709362199459,2.58654189153567,-365.390382325466,416.581024580986,-348.07864473242,374.150527487535,-378.211776678247,337.321061145037,-427.639092047649,342.317356862315,-239.415562322601,485.029140199416,-280.01780072228,469.165375994595,-228.64374965975,453.250909789805,8.8084913416847,159.809324319251,-27.3200510051994,190.151476764912,-18.6744025114679,132.447496368053,-422.848435456689,-307.81093253872,-422.013457495413,-256.314692755704,-465.878736321027,-304.547672015489,147.947597898737,1188.58751424997,930.263780097055,626.14351339927,809.367279323538,452.668569052043,1004.91689441697,110.584303277433,900.597815210906,-874.562097609473,246.423694541459,-705.414871684493,189.593638396141,-1345.16649832313,-613.787099948266,-1944.3908285636,0.652372631333964,0.603264092665714,0.611313611611653,-0.159690394633718,-0.383252600546502,0.292448585023114,-1.11235754368959,-0.173757657445295,-0.9581158316524,0.32257158339622,-0.060305211474193,-0.506500604944161,0.464650080140949,0.8824460467121,0.458630215841793,0.790124776139743,0.79116146514071,0.614055009689007,-0.350717595536078,0.533376211090827,0.205340738320301,0.553944652712876,0.939969228469769,0.0161900256729387,0.249222545412473,0.389247051785531,1.11720833750432,-0.394888745880147,-0.737062256087478,-0.739891373417655,0.329377622331855,-0.505248330044574,0.675340634564506,0.429554363529829,0.138798565279469,0.17611551295628,-0.100710461709113,-0.159235891800952,0.541998795684291,-1.04737251490182,2.39160543221336e-12,1.34470212742599e-12,26.1159060395058,0.384093960494241,0.00809992767969947,2.64504573782028,8.70214831822341e-05,0.145989502532139
